texto_limpo,label
nino cita erros flu critica carioca protocolo seguro,1.0
eua devem liderar retração pib global,1.0
brasil ultrapassa marca mil mortes covid,1.0
cpi covid barra tentativa governista levar malafaia depor,1.0
checamos pronunciamento bolsonaro sobre ações governo contra covid,0.0
revista veja prova covid novo coronavírus existia desde mostra vídeo boato,0.0
imagem circula web comprova venda cloroquina trem,0.0
dino diz esperar queiroga mantenha palavra sobre compra sputnik,1.0
bolsonaro pede união contra esquerda após lula pregar aliança,1.0
stf autoriza casamento homem jumenta ceará boato,0.0
lei criada bolsonaro acaba dia bruxas brasil boato,0.0
fake foto mostre estrada pré moldada construída apenas horas japão,0.0
fake oms mudou classificação idoso pessoa anos,0.0
reinfecção grave variante coronavírus traz novo alerta sobre mutações diz cientista,1.0
pesquisa medirá nível propagação coronavírus brasil,1.0
companhias aéreas cancelam voos hong kong após exigência testes,1.0
adidas dando mil tênis camisetas grátis aniversário boato,0.0
fbi acusa hackers china atacar pesquisa covid promete provas,1.0
quatro dúvidas ainda restam sobre todas vacinas contra covid,1.0
atacadão distribuindo cestas básicas dia crianças site whatsapp boato,0.0
após reunião toque recolher suspenso quarta feira,1.0
papa francisco disse jesus pecou deus bárbaro boato,0.0
falso cloroquina salvado mil vidas diz bolsonaro,0.0
reino unido rússia farão primeiras vacinações contra covid próxima semana,1.0
pandemia brasil registra abertura loja virtual minuto,1.0
erro dosagem abre caminho aprovação vacina contra covid astrazeneca oxford,1.0
dia mães pode gerar nova onda contágios alerta epidemiologista,1.0
decreto lei criar tribunal constitucional militar enganoso inconstitucional,0.0
rogério lins prefeito osasco coronavírus,1.0
fake vídeo mostre mulher viva caixão durante velório paulo,0.0
eua padre comungou fiéis testa positivo coronavírus,1.0
coronavírus sindicatos inquilinos convocam greve aluguel espanha,1.0
demissão ministro defesa põe mesa carta radicalização,1.0
ministrar sérgio morar exigir ipva,0.0
brasil registra casos pessoas recuperadas,1.0
lula expulsar jornalista larry rohter publicar presidente alcoólatra,0.0
estudo sugere cobra hospedeiro coronavírus china,1.0
verdade gambá resistir picar cascavel cobrar coral,0.0
vídeo mostrar robô caminhar igual humano verdade,0.0
fake homem colocado vivo saco fúnebre inflar mortes coronavírus,0.0
ministro nelson teich aceitar cargo secretário saudar paulo,0.0
fake vídeo mostre posto gasolina paraguai,0.0
dallagnol critica processo contra cnmp cita caso desembargador,1.0
lionel messi contratar mickey deep web parir animar aniversário filhar,0.0
mcdonald dando milhares big macs grátis causa anos boato,0.0
coronavírus avança parar américa novos focos surtos,1.0
bolsonaro derruba bolsonaro tudo dominado aparelhado brasil,1.0
governo federal pode responsabilizado mortes covid dizem médicos cientistas,1.0
vídeo mostra forte chuva granizo muriaé boato,0.0
seis passos rebater fake news voto impresso,0.0
mario kozel filho assassinado dilma tiros boato,0.0
homem vacinar vezar covid argentino,0.0
idoso suspeita covid foge hospital morre cair janela,1.0
programa merenda casa paga auxílio compartilhar whatsapp boato,0.0
mulher grita jesus avião expulsa voo atrasa avião pega fogo boato,0.0
fake sargento fab detido cocaína filiado algum partido político,0.0
enfermeira denuncia nova ordem mundial desligando oxigênio pacientes covid boato,0.0
coronavírus deixa países risco escassez remédios hiv,1.0
criatura estranha comeu homem lavoura soja paraguai boato,0.0
bolsonaro admite falou reunião interferência visou segurança familiar,1.0
covid teste remédio vitro significa funciona humano,1.0
espanha proíbe funerais cremações três acompanhantes,1.0
professor quer trabalhar pandemia diz ricardo barros,1.0
médicos manifestam interesse atuar manaus,1.0
papa francisco convoca todos urgência benção praça pedro boato,0.0
george floyd violentou bebê boato,0.0
tuíte contra transferência recursos fundão eleitoral publicado rodrigo maia,0.0
fake hospital campanha anhembi pacientes médicos têm sido liberados plantões,0.0
fake foto mostre escada rolante abandonada carrefour usina,0.0
redar mostrar fraudar eleição norte americanas eleitor nascer,0.0
estudo belga comprova eficácia tratamento precoce hidroxicloroquina covid diferentemente afirma deputado,0.0
miriam leitão pensão mil bolsa ditadura cortada governo boato,0.0
bill gates preso exército americano tráfico crianças outros crimes boato,0.0
daniela mercury diz irada juíza gabriela hardt mal saiu casca ovo boato,0.0
gleisi hoffmann disse seca nordeste cultural falso tuíte viralizado,0.0
joe biden perder status presidente eleito mudança pensilvânia,0.0
falso tuíte afirmando pazuello viajou eua passaporte diplomático,0.0
estudo henry ford health system prova eficácia cloroquina,0.0
cada crianças covid internadas hospital brasília precisou suporte oxigênio diz pesquisa,1.0
greta thunberg neta george soros posou foto avô esquerdista boato,0.0
café brasileiro sangue boi,0.0
litoral casos dengue dificultam trabalho médicos pandemia,1.0
sindicato escolas particulares entra recurso volta aulas,1.0
checamos afirmação equivale número óbitos covid brasil liberação leitos,0.0
fake padre fábio melo fez texto defendendo quer seguir trabalhando tempo isolamento social,0.0
missionárias cristãs afeganistão colocadas sacos plásticos praça pública boato,0.0
irã registra recorde mortos covid,1.0
paula fernandes apoiar show cancelar falto público,0.0
hackers podem clonar impressão digital fotografada selfies boato,0.0
coronavírus governo federal reconhece estado calamidade pública tocantins,1.0
cinco propostas retomar economia após coronavírus,1.0
desembargador advogados acionaram forças armadas contra stf,0.0
caixa amplia horário agências atender auxílio emergencial,1.0
goldman alerta recessão pior década,1.0
falso enfermeiros usem testes covid crianças golpe,0.0
corregedoria câmara vai tentar notificar deputado wilson santiago nesta terça feira,1.0
sarampo último fim semana campanha vacinação,1.0
marilena chauí flagrada bêbada após causar acidente trânsito mostra vídeo boato,0.0
stf retoma julgamento sobre anulação condenações lula nesta quinta,1.0
eua triunfará contra pandemia diz trump evento fim segunda guerra mundial,1.0
sigilo telefônico lula adélio bispo mantidos enquanto bolsonaro quebrado boato,0.0
falso zonas eleitorais paulo registrado resultados iguais,0.0
venezuela preparada combater coronavírus,1.0
contrário dito bolsonaro especialistas veem subnotificação covid brasil,0.0
ministério saúde ainda padrão desejado apoio estados diz doria,1.0
covid atinge coração inflamação músculo achada semanas após recuperação apontam estudos,1.0
fake moro cunhado aécio avô ministro fundadores psdb,0.0
fake fotos mostrem joe biden assediando crianças,0.0
kalil libera reabertura bares comércios academias belo horizonte,1.0
reino unido admite sistema rastreamento covid viola privacidade,1.0
salvador vacinação dose contra covid suspensa falta estoque,1.0
máscaras contaminadas china chegando porto santos itajaí boato,0.0
general heleno diz ministro abandona governo bolsonaro canalha frouxo boato,0.0
rodrigo maia clarissa garotinho lançam candidatura prefeitura rio janeiro boato,0.0
trump bolsonaro hitler compararam imigrantes índios judeus animais boato,0.0
ator preso fbi promover cura coronavírus internet,1.0
fake vídeo mostre criatura andando meio rua ilhéus,0.0
vacina brasileira contra covid mantida segredo bolsonaro pazuello fiocruz boato,0.0
foto mostrar mão queimar álcool gel verdade,0.0
descoberto vazador conversas moro diogo castor mattos boato,0.0
algo grave acontecendo argentina desinformação vídeo viral sobre pandemia,0.0
boris casoy diz bolsonaro deve mandar globo inferno boato,0.0
disponibilidade kit intubação preocupante diz presidente fnp,1.0
vídeo erra dizer escritório endereço caro nova york mst,0.0
bruno covas engrossa coro contra racismo destaca desigualdade brasil,1.0
bar brahma centro paulo vai fechar definitivamente causa isolamento social boato,0.0
fake chá artemísia considerado cura covid,0.0
coronavírus funai atende mpf garantir saúde indígenas isolados,1.0
fake coronavírus matou nenhum político brasil china,0.0
vídeo mostra adega sérgio cabral descoberta polícia federal boato,0.0
falso enfermeira sido demitida após filmar leitos vazios hospital bahia,0.0
baixo clero eleições eua renda cidadã rachadinhas flávio bolsonaro,1.0
estádio mané garrincha brasília pegou fogo após incêndio criminoso boato,0.0
elenco barcelona reapresenta faz testes voltar treinos,1.0
cnpq nega qua plataforma lattes irá acabar sendo modernizada,0.0
maior taxa mortalidade coronavírus país diz estudo,1.0
flávio bolsonaro diz vítima campanha difamação patrocinada grupo político,1.0
câmara aprova permitir compra vacinas estados municípios empresas,1.0
mãe quebra tédio quarentena desenhando sobrancelha filha,1.0
placar acachapante punição bretas indica justiça ainda respira,1.0
psol vai stf recursos proporcionais candidatos negros,1.0
fake testes vacinas covid sido cancelados brasil conta mortes voluntários,0.0
vídeo motoristas caminhão pipa descartando água anterior governo bolsonaro,0.0
record ignora pesquisa pediu exibe outra favorável crivella,1.0
coronavírus eua ultrapassam mil mortes registram casos,1.0
empresas precisam publicar balanços jornais após bolsonaro boato,0.0
ministério saúde autoriza leitos uti covid santa catarina,1.0
uol folha sabatinam candidatos joão arruda bruno reis marília arraes,1.0
metrô londres amanhece cheio após anúncio relaxamento isolamento,1.0
fake governo anunciou adoção lei seca março ampliar confinamento,0.0
bolsonaro manda tratores bahia rui costa entrega boato,0.0
manter mente períodos crise atual,1.0
vídeo mostra filha julia roberts hazel cantando voz incrível boato,0.0
ganhe diamantes passes créditos free fire compartilhando link whatsapp boato,0.0
mírian macedo companheira cela dilma negou tortura presidente,0.0
japão retirou expulsou globo após anos boato,0.0
bolsonaro perfeita harmonia poderes poderia esperar,1.0
foto mostra kit teste covid desenvolvido empresa sul coreana,0.0
servidores dizem depoimento governo toma medidas prejudicar fiscalização ambiental,1.0
deputado pede investigação sobre uso forças armadas pandemia,1.0
exame hiv vazar pelar wikileaks provar steve jobs soropositivo,0.0
foto mostra guardas memorial lincoln capitólio estados unidos,0.0
terapias rna revolucionando tratamento doenças raras,1.0
xuxa sorteando cartões reforma presente mil usuários facebook boato,0.0
ministério saúde falou sobre cidades casos brasil,1.0
cia entregou bolsonaro pen drive denúncias contra esquerda stf boato,0.0
coronavírus orientação oficial funcionários empresas,1.0
kassio sobre lei abuso autoridade sei utilizada,1.0
nobel medicina disse coronavírus criado laboratório,0.0
hospital piauí zerou pacientes covid após uso cloroquina,0.0
jean wyllys acusado desvio verbas públicas polícia federal boato,0.0
conferência merkel defende papel oms luta contra covid,1.0
bolsonaro quer agenda liberal posto ipiranga,1.0
pazuello nega falta seringas iniciar vacinação ataca imprensa,1.0
casos coronavírus china podem fagulha incêndio maior diz oms,1.0
fake joe biden dormiu durante entrevista vivo,0.0
dias semana repetem vezes fevereiro acontece cada anos,0.0
pérolas retiradas amazônia contrabandeadas frança mostra vídeo boato,0.0
meteorito encontrado saara antigo própria terra revelam cientistas,1.0
carrefour dando cupom ajudar população pandemia covid boato,0.0
stj diz arquivos íntegros após ataque hacker prevê normalização terça feira,1.0
mil pessoas recuperaram covid maranhão aponta ses,1.0
prêmio nobel luc montagnier disse todos vacinados morrerão anos,0.0
nelson teich pediu demissão ministério saúde ter recebido ameaças morte boato,0.0
software usado urnas eletrônicas brasileiras eua,0.0
alemanha disse adeus angela merkel seis minutos aplausos boato,0.0
